street,plz
Triftstraße,13127
Martha-Fontane-Straße,
Rupertweg,
Karower Chaussee,
Hauptstraße,13127
Chamissostraße,13127
Saupéweg,
Krontaler Straße,
Gatterweg,
Ingwäonenweg,
Nordische Straße,
Straße 44,13125
Le Pavillon-Straße,
Stephanusring,
Gartenstraße,13127
Streckfußstraße,
Pankgrafenstraße,13125
Achillesstraße,
Münchehagenstraße,
Siverstorpstraße,
Anna-Bruseberg-Straße,
Strömannstraße,
Bohrerzeile,
Schönerlinder Straße,13127
Wolkensteinstraße,
Frankenstraße,13129
Frankensteinstraße,
Flaischlenstraße,
Königsteinstraße,13129
Rüdigerstraße,13129
Straße 7,13129
Sägebockweg,
Hofzeichendamm,
Drei-Linien-Weg,
Forkenzeile,
Am Hohen Feld,
Hentzeweg,
Liebenstraße,
Siedlungsstraße,
Boenkestraße,
Lossebergplatz,
Zum Kappgraben,
Swantewitstraße,
Bedeweg,
Bucher Chaussee,
Viereckweg,
Gravensteinstraße,
Wiltbergstraße,
Hans-Schumacher-Straße,
Siedlungsring,
Nerthusweg,
Erekweg,
Haduweg,
Krähenfußzeile,
Cunistraße,
Straße 103,13127
Lanker Straße,
Amselstraße,13125
Schönerlinder Weg,
Busonistraße,
Heimfriedstraße,
Wotanstraße,13125
Hubertusdamm,
Möserstraße,
Am Danewend,
Straße 94,
Leobschützer Straße,
Sandbergstraße,
Rübländerstraße,
Stadtgärten,
Neustädter Straße,
Lönsstraße,
Bahnhofstraße,13125
Kerkowstraße,
Florastraße,13125
Spinolastraße,
Blanchardstraße,
Röländer Straße,
Achtrutenberg,
Matestraße,
Halbe-Hufen-Weg,
Frundsbergstraße,
Alt-Karow,
Straße 74,13125
Straße 73,13125
Straße 62,
An der Laake,
Ebenrotsteig,
Straße 36,13125
Straße 38,13125
Straße 39,13125
Straße 50,
Straße 47,13125
Straße 52,
Straße 49,
Blankenburger Chaussee,
Straße 46,13125
Straße 48,13125
Straße 51,
Straße 43,
Straße 42,13125
Straße 69,
Straße 58,
Straße 64,
Straße 70,13125
Straße 63,
Straße 71,
Grundackerweg,
Hagenstraße,13125
Rhönstraße,
Schwarzwaldstraße,
Straße 27,
Urbacher Straße,
Sulzer Straße,
Ditfurter Straße,
Straße 87,13129
Straße 86,
Straße 100,
Straße 101,
Kernerstraße,
Schräger Weg,
Kreuzburger Straße,
Tarnowitzer Straße,
Straße 41,13125
Straße 34,13125
Steinauer Straße,
Beuthener Straße,
Bunzlauer Straße,
Kattowitzer Straße,
Rybniker Straße,
Am Kiebitzpfuhl,
Tichauer Straße,
Nahestraße,
Siegstraße,
Nettestraße,
Straße 10,13125
Straße 40,13125
Suzetteweg,
Straße 66,
Gewanneweg,
Alt-Buch,
Am Stener Berg,
Schwanebecker Chaussee,
Karower Straße,13125
Walter-Friedrich-Straße,
Groscurthstraße,
Franz-Schmidt-Straße,
Lindenberger Weg,13125
Georg-Benjamin-Straße,
Robert-Rössle-Straße,
Wolfgang-Heinz-Straße,
Bruno-Apitz-Straße,
Friedrich-Richter-Straße,
Pölnitzweg,
Hobrechtsfelder Chaussee,
Am Sandhaus,
Röbellweg,
Straße 73,13127
Straße 30,13127
Chantiéweg,
Kalvinistenweg,
Dr.-Markus-Straße,
Elfenallee,
Eddastraße,
Paradiesapfelweg,
Klarapfelweg,
Straße 74,13127
Straße 72,
Straße 166,
Parkstraße,13127
Straße 167,13127
Straße 164,
Straße 76a,
Straße 77,
Straße 76,
Straße 89,13127
Straße 77a,
Prinzenapfelweg,
Bucher Straße,
Baltrumstraße,
Jean-Calas-Weg,
Hugenottenplatz,
Schützenstraße,13127
Mühlenstraße,13127
August-Siebke-Straße,
Straße 160,
Straße 47,13129
Ernst-Busch-Straße,
Am Vorwerk,
Straße 180,
Ernst-Ludwig-Heim-Straße,
Kurze-Enden-Weg,
Tomatenweg,
Töpperweg,
Pfannschmidtstraße,
Ballonplatz,
Beerbaumstraße,
Teichbergstraße,
Rutenzeile,
Am Elsebrocken,
Karestraße,
Wodanstraße,13127
Chartronstraße,
Straße 147,
Straße 179,13127
Lyonstraße,
Gellertstraße,13127
Viktoriastraße,13127
Rheinfelsstraße,
Oberonstraße,
Freischützstraße,
Scharfensteinstraße,
Gutenfelsstraße,
Heimburgstraße,
Straße 163,
Straße 165,
Straße 175,
Straße 171,
Straße 28,13127
Röntgentaler Weg,
Arkenberger Damm,
Am Posseberg,
Lanzelotstraße,
Karlshöhe,
Straße 84,
Landapfelweg,
Kornapfelweg,
Hebammensteig,
Bananenapfelweg,
Eiserapfelweg,
Petersapfelweg,
Pfaffenapfelweg,
Mönchsapfelweg,
Nelkenapfelweg,
Weinapfelweg,
Glasapfelweg,
Edelapfelweg,
Kantapfelweg,
Rosenapfelweg,
Silberapfelweg,
Jubiläumsapfelweg,
Am Brendegraben,
Herrgottsapfelweg,
Toulonstraße,
Bordeauxstraße,
Marseillestraße,
Apfelblütenweg,
Pflaumenblütenweg,
Birnenblütenweg,
Veilchenblütenweg,
Rennesstraße,
Forstamt Pankow Revierförsterei Buch,
Eupener Straße,
Hörstenweg,
Mewesstraße,
Bielckenweg,
Uhlenweg,
Malmedyer Straße,
Schmetstorpweg,
Grollstraße,
Dranweg,
Brunswickenweg,
Forstamt Köpenick Revierförsterei Grünau,
Zum Alten Windmühlenberg,
Tiburtiusstraße,
Heidelbeerweg,
Brunolfweg,
Bohnsdorfer Kirchsteig,
Kirschweg,
Mozartring,
Schönbergweg,
Mohnweg,12524
Ruben-Wolf-Straße,
Schwarzkoppenstraße,
Agnes-Hacker-Straße,
Sieboldstraße,
Lehmusstraße,
Müngersdorfer Straße,
Verlängerte Werderstraße,
Porzer Straße,
Rudower Straße,12524
Dorothea-Viehmann-Straße,
Am Alten Friedhof,
Wegedornstraße,
Rapunzelstraße,
Jungfernsteg,
Semmelweisstraße,
Kirschenbaumstraße,
Kunibertstraße,
Anne-Frank-Straße,
Hassoweg,
Kablower Weg,
Wolfmarsteig,
Nippeser Straße,
Weidenweg,12524
Rodenkirchener Straße,
Coloniaallee,
Kalker Straße,
Ehrenfelder Straße,
Ehrenfelder Platz,
Chorweilerstraße,
Paradiesstraße,
Ortolfstraße,
Ewaldstraße,
Rebenweg,
Parchwitzer Straße,
Atlantisring,
Würmseestraße,
Tegernseestraße,
Knospengrund,
Birkheidering,
Schachtelhalmweg,
Warnowstraße,
Usedomstraße,
Peenestraße,
Schönefelder Chaussee,
Forstamt Köpenick Revierförsterei Teufelssee,
Deutzer Steig,
Klettenberger Straße,
Germanenstraße,12524
Bruno-Taut-Straße,
Bohnsdorfer Weg,
Seebad Wendenschloß,
Waldfriedhof Grünau,
Adlergestell,
Gründerstraße,
Richterstraße,12526|12524
Sportpromenade,
Eibseestraße,
Wassersportallee,
Regattastraße,
Baderseestraße,
Büxensteinallee,
Libboldallee,
Parksteig,
Steinbindeweg,
Laubnitzer Pfad,
Linderoder Weg,
Rabindranath-Tagore-Straße,
Horst-Kunze-Weg,
Kanutenweg,
Möllhausenufer,
Ekhofplatz,
Ostendorfstraße,
Wendenschloßstraße,
Ekhofstraße,
Zum Langen See,
Slevogtweg,
Niebergallstraße,
Hugo-Wolf-Steig,
Peter-Gast-Weg,
Lienhardweg,
Am Kietzer Feld,
Feldblumenweg,
Grünbergallee,
Glienicker Straße,12526
Kochelseestraße,
Ammerseestraße,
Walchenseestraße,
Waldstraße,12527
Friedrich-Wolf-Straße,
Lahmertstraße,
Chiemseestraße,
Schlierseestraße,
Müggelbergallee,
Dahmestraße,12527
Königsseestraße,
Rießerseestraße,
Müggelbergplatz,
Logauweg,
Bendigstraße,
Falkendamm,
Hirtengarten,
Schneewittchenstraße,12524
Gartenstadtweg,
Bohnsdorfer Chaussee,
Fuchsbau,12527
Schilfsängersteig,
Hasenlauf,
Alter Schönefelder Weg,
Quaritzer Straße,
Strohblumenweg,
Dahmestraße,12526
Weidenkätzchenweg,
Buschwindröschenweg,
Normannenstraße,12524
Prieborner Straße,
Waldstraße,12526
Spechtstraße,12526
Gehrenweg,
Waltersdorfer Straße,
Fasanenstraße,12526
Lindenstraße,12526
Sandbacher Weg,
Falkenstraße,
Florastraße,12526
Jägerstraße,12526
Reihersteg,
Stromstraße,12526
Kranichstraße,
Teichhuhnsteig,
Eichbuschstraße,
Wiesenstraße,12526
Bachstraße,12526
Schulzendorfer Straße,12526
Eichbuschweg,
Birkenweg,12526
Birkenstraße,12526
Adlerstraße,
Grünfinkenweg,
Cimbernstraße,12524
Salierstraße,
Habichtstraße,12526
Amselweg,
Gartenstraße,12526
Joachimstraße,12526
Wachtelstraße,12526
Grabenstraße,12526
Karlstraße,12526
Am Plumpengraben,
Jahnstraße,12526
Fichtestraße,12526
Neptunstraße,12526
Elsterstraße,12526
Amorstraße,
Merkurstraße,12526
Fließstraße,12526
Apollostraße,
Grünauer Straße,12526
Schillerstraße,12526
Goethestraße,12526
Lessingstraße,12526
Kleine Waldstraße,
Schirmpilzstraße,
Kleine Spechtstraße,
Boviststraße,
Perlpilzstraße,
Fliegenpilzstraße,
Kleine Lindenstraße,
Champignonstraße,
Fritz-Kühn-Straße,
Theodor-Körner-Straße,
Buntzelstraße,
Zur Gartenstadt,
Binswangersteig,
Hüttendorfer Weg,
Sausenberger Straße,
Leschnitzer Straße,
Pitschener Straße,
Auraser Weg,
Grottewitzstraße,
Fraustadter Weg,
Hundsfelder Straße,
Siebweg,
Polkwitzer Straße,
Mettkauer Weg,
Krumme Straße,12526
Schlichtingsheimer Weg,
Hufenweg,
Wohlauer Straße,
Sperberstraße,12526
Frankenstraße,12524
Sorbenstraße,
Lutizenstraße,
Wendenstraße,
Friesenstraße,12524
Teutonenstraße,12524
Markomannenstraße,
Preußenstraße,
Alemannenstraße,12524
Germanenplatz,
Sachsenstraße,12524
Semnonenweg,12524
Drössestraße,
Herulerstraße,
Am Falkenberg,
Schirnerstraße,
Suevenstraße,
Falkenbrunnstraße,
Baltenstraße,
Rosestraße,
Sebaldweg,
Henningweg,
Am Winkel,
Kleeblattstraße,
Akazienhof,
Höhensteig,
Kirchsteig,
Dorfplatz,
Malvenweg,
Kleiner Mohnweg,
Narzissenweg,
Mittelweg,12524
Tulpenweg,
Nelkenweg,
Bernulfstraße,
Randolfstraße,
Widosteig,
Auerswaldstraße,
Gotenstraße,12524
Kattenstraße,
Nibelungenweg,
Guntherstraße,12524
Dankmarsteig,
Gustelstraße,
Lieselstraße,
Altglienicker Grund,
Venusstraße,12524
Gerosteig,
Harrosteig,
Markulfweg,
Froschsteg,
Brigittenweg,
Otterstraße,
Krötengasse,
Blindschleichengang,
Molchstraße,
Beelitzer Weg,
Geltower Weg,
Glindower Weg,
Mundolfstraße,
Wunnibaldstraße,
Gärtnerweg,
Ontarioweg,
Birnenweg,
Apfelweg,
Quittenweg,
Erxlebenstraße,
Pfirsichweg,12524
Renettenweg,
Schwalbenweg,12526
Schützenstraße,12526
Grünauer Straße,12524
Werderstraße,12524
Riedgrasweg,
Leberblumenweg,
Stechapfelweg,
Tollkirschenweg,
Keltensteig,
Lianenweg,
Köpenicker Straße,12524|12489
Besenbinderstraße,
Rübezahlallee,
Mehldornpfad,
Teichrohrweg,
Am Kiesberg,
Braunellensteig,
Kasperstraße,
Mirabellenweg,
Bahnweg,12524
Parchauer Weg,
An der Rudower Höhe,
Sternblütenweg,
Am Falkenberg Wasserwerk,
Vergissmeinnichtweg,
Rosenrotweg,
Johannes-Tobei-Straße,
Mandelblütenweg,
Lindenblütenstraße,
Am Gartenstadtweg,
Lutz-Schmidt-Straße,
Zur Uferbahn,
Am Pumpwerk,
Kálmánweg,
Künnekeweg,
Pegasuseck,
Siriusstraße,12524
Uranusstraße,
Glashütter Weg,
Niederschlemaer Weg,
Millöckerweg,
Zellerweg,
Ziehrerweg,
Mackebenweg,
Langer See (Dahme),
Lehmfeldsteig,
Alexander-Meißner-Straße,
Ludwig-Prandtl-Straße,
Gebrüder-Hirth-Straße,
Alfonsstraße,
Traudelstraße,
Angersteinweg,
Grünauer Straße,12557
Am Krusenick,
Berlewitzweg,
Finkeldeweg,
Stillerzeile,
Verlängerte Mozartstraße,
Mozartstraße,12555
An der Wuhlheide,
Landfliegerstraße,
Rudower Chaussee,
Müggelspree,
Johann-Hittorf-Straße,
Brook-Taylor-Straße,
Am Studio,
Stellingdamm,
Carl-Scheele-Straße,
Wuhlewiesen,
Parkweg,12559
KGA Grünau,
Salvador-Allende-Straße,
Neue Wiesen,
KGA Glienicker Straße,
Lobitzweg,
Mayschweg,
Mahlower Straße,12557
Wasserwerk Wuhlheide,
Zur Nachtheide,
Lindenstraße,12555
Waldburgweg,
Heidekrugstraße,
Rudower Straße,12557
Azaleenstraße,
Bockmühlenweg,
Hämmerlingstraße,
Am Generalshof,
Friedrichshagener Straße,
Laurenzstraße,
Kirchstraße,12555
Rosenstraße,12555
Alt-Köpenick,
Volmerstraße,
Jastrower Weg,
Grünfließer Gang,
Hirschgartenstraße,
Anemonenstraße,
Gladiolenstraße,
Wißlerstraße,
Forstamt Köpenick Revierförsterei Friedrichshagen,
Gehsener Straße,
Hoernlestraße,
Schwarzschildstraße,
Rautendeleinweg,
Dornröschenstraße,
Mahlsdorfer Straße,12555
Sterntalerstraße,
Schneewittchenstraße,12555
Genovevastraße,
Zu den sieben Raben,
Mittelheide,
Friedrich-Wöhler-Straße,
Uhlenhorster Straße,
Frau-Holle-Straße,
Däumlingsweg,
Schmausstraße,
Janitzkystraße,
Hirtestraße,
Wolfsgartenstraße,
Lindenhof,
Essenplatz,
Elseneck,
Am Bahndamm,
Alte Kaulsdorfer Straße,
Zum Wuhleblick,
Görsdorfer Straße,
Semliner Straße,
Kaulsdorfer Straße,
Birnbaumer Straße,
Filehner Straße,
Wongrowitzer Steig,
Güldenauer Weg,
Wirsitzer Weg,
Aschenbrödelstraße,
Rotkäppchenstraße,
Rombiner Weg,
Bachstraße,12555
Verlängerte Hämmerlingstraße,
Schubertstraße,12555
Kottmeierstraße,
Rathenaustraße,
Plönzeile,
Marienstraße,12459
Firlstraße,
Mathildenstraße,
Ostendstraße,
Wasserstraße,12459
Nixenstraße,
Weiskopffstraße,
Parkstraße,12459
Scharnweberstraße,12459
Steffelbauerstraße,
Waldowstraße,12459
Magnusstraße,
Straße zum FEZ,
Albert-Einstein-Straße,
Friedenstraße,12555
Kekuléstraße,
Max-Planck-Straße,
Gustav-Kirchhoff-Straße,
Justus-von-Liebig-Straße,
Rutherfordstraße,
Richard-Willstätter-Straße,
Wilhelm-Ostwald-Straße,
Bruno-Bürgel-Weg,
Walther-Nernst-Straße,
Goethestraße,12459
Griechische Allee,
Kilianistraße,
Großstraße,
Edisonstraße,
Roedernstraße,12459
Zeppelinstraße,12459
Fontanestraße,12459
Antoniuskirchstraße,
Triniusstraße,12459
Parsevalstraße,
Schillerpromenade,12459
Klarastraße,12459
Johanna-Tesch-Straße,
Parrisiusstraße,
Gelnitzstraße,
Weinbergstraße,
Thürnagelstraße,
Elcknerplatz,
Neuer Weg,
Ahornweg,
Fürstenwalder Damm,
Sternallee,
Weg zur Quelle,
Hoher Weg,
Am Wiesenrain,
Erpeweg,
Grünstraße,
Böttcherstraße,
Kietzer Straße,
Freiheit,12555
Lüdersstraße,
Jägerstraße,12555
Alter Markt,
Borgmannstraße,
Seelenbinderstraße,
Mandrellaplatz,
Puchanstraße,
Ludwig-Boltzmann-Straße,
Futranplatz,
Katzengraben,
Landjägerstraße,
Amtsstraße,
Müggelheimer Straße,
Gartenstraße,12557
Spitzerstraße,
Karlstraße,12557
Luisenstraße,12557
Charlottenstraße,12557
Birkenstraße,12559
Fliederstraße,
Schrebergasse,
Erlenstraße,12559
Am Spielplatz,
Heimgartenstraße,
Cedernstraße,
Schmale Gasse,
Pohlestraße,
Dorotheenstraße,12557
Erwin-Bock-Straße,
Müggelschlößchenweg,
Alfred-Randt-Straße,
Newtonstraße,
Bellevuestraße,12555
Zur Güterbahn,
Kiekebuschstraße,
Bahnhofstraße,12555
Langerhansstraße,
Kinzerallee,
Annenallee,
Cardinalstraße,
Cardinalplatz,
Oettingstraße,
Joachimstraße,12555
Am Maria-Jankowski-Park,
Harnischweg,
Eiselenweg,
Ernst-Grube-Straße,
Gloriastraße,
Daheimstraße,
Ahornallee,12555
Ottomar-Geschke-Straße,
Oberspreestraße,
Militscher Weg,
Westendstraße,
Glienicker Straße,12557
Mentzelstraße,
Schönerlinder Straße,12557
Adlershofer Straße,
Max-Born-Straße,
Färberstraße,
Flemmingstraße,12555
Gutenbergstraße,12557
Kietz,
Grüne Trift,12557
Wiesenpromenade,
Finkenschlag,
Zum Dahmeufer,
Friedlander Straße,
KGA Teltowkanal III,
Köpenzeile,
Dregerhoffstraße,
Bukesweg,
Strandbad Oberspree,
Funkelgang,
Pritstabelstraße,
Minkwitzweg,
Landgartenweg,
Asseburgpfad,
Plehmpfad,
Barbenweg,
Sandschurrepfad,
Flansweg,
Grüne Trift am Walde,
Brassenpfad,
Lummenweg,
Tauchersteig,
Bohnsdorfer Straße,
Alkenweg,
Siegfried-Berger-Straße,
Müggelheimer Damm,
Klepschweg,
Kürißweg,
Marienhütter Weg,
Segewaldweg,
Am Marienhain,
Riebekeweg,
Lossowweg,
Zinsgutstraße,
Pestalozzistraße,12557
Elstersteg,
Am Kanal,
Grauammerpfad,
Drosselsteg,
Waldvogelweg,
Moosstraße,
Hartriegelstraße,
Britzer Straße,12439
Helbigstraße,
Iselersteig,
Am Bruchland,
Taubnesselweg,
Goldsternweg,
Korkedamm,
Zur Rothen Laake,
Am Glinigk,
Neltestraße,
Eigenheimgasse,
Husstraße,
Am Adlergestell,
Silberberger Straße,
Anna-Seghers-Straße,
Gemeinschaftsstraße,
Florian-Geyer-Straße,
Altheider Straße,
Thelenstraße,
Seidenbaustraße,
Dörpfeldstraße,
Thomas-Müntzer-Straße,
Gellertstraße,12489
Abtstraße,
Platz der Befreiung,
Weerthstraße,
Radickestraße,
Schneckenburgerstraße,
Friedenstraße,12489
Büchnerweg,12489
Moissistraße,
Genossenschaftsstraße,
Hackenbergstraße,
Arndtstraße,12489
Nipkowstraße,
Handjerystraße,12489
Wassermannstraße,
Otto-Franke-Straße,
Glienicker Weg,
Ostritzer Straße,
Bernstadter Weg,
Freystadter Weg,
Bohrauer Pfad,
Bärdorfer Zeile,
Lohnauer Steig,
Wünschelburger Gang,
Waldstraße,12489
Hoffmannstraße,
Stienitzseestraße,12489
Selchowstraße,12489
Vogelbeerstraße,
Steinbachstraße,
Vimystraße,
Hasselwerderstraße,
Fennstraße,12439
Hainstraße,
Rudower Straße,12439
Köllnische Straße,
Grimaustraße,
Sanddornstraße,
Farnstraße,
Erikastraße,
Eisblumensteig,
Bärenlauchstraße,
Weiderichstraße,
Weiderichplatz,
Silbergrasweg,
Hans-Schmidt-Straße,
Pfarrer-Goosmann-Straße,
Reinbeckstraße,
Lauffener Straße,
Süßer Grund,
Spinnpfad,
Stahnweg,
Schönecker Weg,
Hirschsprung,
Schmale Straße,
Am Ernst-Grube-Park,
Pfingstberggasse,
KGA Baumgarteninsel,
Pablo-Neruda-Straße,
Am Amtsgraben,
Am Schloßberg,
Platz des 23. April,
Allendeweg,
Am Berg,
Sportfliegerstraße,
Louis-Blériot-Straße,
Slabystraße,12459
Spreestraße,12555
Berta-Waterstradt-Straße,
Hollstraße,
Keplerstraße,12459
Treskowstraße,12459
Igelsteig,
Am Wiesengraben,
Fehleweg,
Gaußstraße,12459
Waldowplatz,
Ernst-Augustin-Straße,
Moriz-Seeler-Straße,
Merlitzstraße,
Erich-Thilo-Straße,
Zum Großen Windkanal,
Barbara-McClintock-Straße,
Dahme,
Unter der Kranbahn,
Peter-Behrens-Straße,
Ernst-Ziesel-Straße,
Osmar-Klemm-Straße,
Johannes-Kraaz-Straße,
Paul-Tropp-Straße,
James-Franck-Straße,
Hermann-Dorner-Allee,
Karl-Ziegler-Straße,
Zur Holzoper,
Georg-Schendel-Straße,
Pfarrwöhrde,
An der Filmfabrik,
Abram-Joffe-Straße,
Ernst-Lau-Straße,
Platz am Kaisersteg,
Am Filmlager,
Ernst-Ruska-Ufer,
Am Werksgarten,
Wagner-Régeny-Straße,
Wilhelm-Hoff-Straße,
Waldkiefernring,
Fähenweg,
Katharina-Boll-Dornberger-Straße,
Igo-Etrich-Straße,
Sommerwiesenweg,
Am Stadtforst,
Konrad-Zuse-Straße,
Gerhard-Sedlmayr-Straße,
Teichmummelring,
Rudolf-Rühl-Allee,
Franz-Ehrlich-Straße,
Alexander-von-Humboldt-Weg,
Unter den Birken,
Erich-Kurz-Straße,
Weißenhöher Straße,
Grabensprung,
Stachelbartweg,
Wettersternweg,
Haltoner Straße,
Hadubrandstraße,
Rohrlake,
Fuchsbergeweg,12683
Alt-Biesdorf,
Am Brodersengarten,
Dorfstraße,12621
Bahrendorfer Straße,
Hohenkircher Allee,
Köpenicker Straße,12683|12555
KGA Am Wuhlesee,
Mieltschiner Straße,
Waplitzer Straße,
Waldstraße,12621
Eschenstraße,12621
An der Wuhle,
Platz an der Eiche,
Fortunaallee,
Habsheimer Straße,
Elsterwerdaer Platz,
Minsker Straße,
Gladauer Weg,
Ontarioseestraße,
Am Wuhlebogen,
Bismarcksfelder Straße,
Druschiner Straße,
Birkenstraße,12621
Sadowastraße,12623
Hirschpfad,
Falkstätter Straße,
Lindenstraße,12621
Nordheimer Straße,
Am Birkenwerder,
Seebadstraße,12621
Scharnauer Straße,
Chemnitzer Straße,
Ulmenstraße,12621
Adolf-Menzel-Straße,
Gerdastraße,
Striegauer Straße,
Wernitzer Straße,
Büllinger Straße,
Lenbachstraße,12621
Honsfelder Straße,
Kohlisstraße,
Arndtstraße,12623
Heerstraße,12621
Norastraße,
Waldenburger Straße,
Strehlener Straße,
Rogauer Weg,
Elsenstraße,12623
Eisweg,
Heuetsteig,
Nebelsteig,
Roedernstraße,12623
Winklerstraße,
Weidenstraße,
Klopstockstraße,12623
Wielandstraße,12623
Bergedorfer Straße,
Herderstraße,12623
Lessingstraße,12623
Herweghstraße,12623
Mechthildstraße,
Goldregenstraße,
Am Niederfeld,
Kressenweg,
Lassaner Straße,
Alt-Kaulsdorf,
Am Feldberg,
Adolfstraße,12621
Hornsteiner Weg,
Grüne Aue,
Baggerseestraße,
Wuhleweg,
Möwenweg,12683
Ferdinandstraße,12621
Planitzstraße,
Myslowitzer Straße,
Leopoldstraße,12621
Mädewalder Weg,
Münsterberger Weg,
Auguststraße,12621
Karlstraße,12621
Georgstraße,
Brodauer Straße,
Ringstraße,12621
Finkenwalder Weg,
Am Kornfeld,
Stepenitzer Weg,
Hamsterstraße,
Pölitzer Straße,
Franzburger Straße,
Gerhart-Hauptmann-Straße,
Uhlandstraße,12623
Attinghausenweg,
Wildenbruchstraße,12623
Hultschiner Damm,
Seestraße,12623
Alt-Mahlsdorf,
Balsaminenweg,
Butterblumensteig,
Korianderweg,
Karlsruher Straße,12623
Bruchsaler Straße,12623
Mannheimer Straße,12623
Weitzgründer Straße,
Freiburger Straße,
Pariser Straße,12623
Badener Straße,
Grenzstraße,12623
Friedenstraße,12623
Werbellinstraße,12623
Parkstraße,12623
Wickenweg,
Roseggerstraße,12623
Pfingstweg,
Osterpfad,
Maipfad,
Brachetweg,
Hornungweg,
Phloxstraße,
Willestraße,
Elsenborner Weg,
Hirsinger Straße,
Lammersdorfer Weg,
Holbeinstraße,12621
Anton-von-Werner-Straße,
Mosbacher Straße,
Auf der Höh,
Penkuner Weg,
Königshütter Weg,
Reetzer Weg,
Windthorststraße,
Achardstraße,
Lassallestraße,12621
Steffenshagener Straße,
Graubündener Straße,
Buchenstraße,
Jägerstraße,12621
Eichenstraße,12623
Eichhornstraße,12621
Fichtenstraße,
Tieflandstraße,
Finkenstraße,12621
Karlsburger Weg,
Am Moosbruch,
Oybinweg,
Eschelberger Weg,
Wandlitzstraße,
Mühltaler Straße,
Feuersteiner Straße,
Deutschhofer Allee,
Damerauer Allee,
Drausnitzer Straße,
Münsterwalder Straße,
Ahornstraße,12621
Elsenstraße,12621
Wuhletal,
Heidekrautweg,
KGA Rheinstein Verl. Wiesengrundstraße,
KGA Gartenfreunde Wuhlheide,
Straße 1,10318
Debenzer Straße,
Lauchhammerstraße,
Pirolstraße,
Schackelsterstraße,
Schulgasse,
Balzerweg,
Balzerstraße,
Gleiwitzer Straße,
Schwabenallee,
Dohlengrund,
Schillerfalterstraße,
Dramburger Straße,
Heesestraße,12683
Arnfriedweg,
Arnfriedstraße,
Alberichstraße,
Langer Weg,
Hauptweg,12683
Geraldstraße,
Geraldweg,
Hadubrandweg,
Wulkower Straße,
Lindenstraße,12683
Brachfelder Straße,
Rundweg,
Vorstadtweg,
Schlochauer Straße,
Lötschbergstraße,
Husumer Straße,
Garziner Platz,
Straubinger Straße,
Dornacher Straße,
Alfelder Straße,
Kreuzschnabelstraße,
Paulinenauer Straße,
Pfingstrosenweg,
Biesdorfer Friedhofsweg,
Zimmermannstraße,12683
Elsenallee,
Eichenallee,12683
Birkenallee,12683
Am Binsengrund,
Habichtshorst,
Pollnower Weg,
Dankratstraße,
Dankratweg,
Klara-Schabbel-Straße,
Am Waldberg,
Arnsberger Straße,
Stader Straße,
Lissaer Straße,
Rägeliner Straße,
Beruner Straße,
Zauchwitzer Straße,
Am Weidenbruch,
Beethovenstraße,12683
Oberfeldstraße,
Parkweg,12683
Blumberger Damm,
Walsheimer Straße,
Biesdorfer Weg,
Bischofstaler Straße,
Blütenauer Straße,
Nitzwalder Straße,
Brachliner Straße,
Buchenhainer Straße,
Breitenfelder Straße,
Guntramstraße,
Erwinstraße,
Anselmstraße,
Irmastraße,
Tiergartenstraße,12683
Dubickstraße,
Bahnweg,12683
Balzerplatz,
Schrodaer Straße,
Brandorfer Weg,
Wilhelmsbrücker Straße,
Bruchgrabenweg,
Ernstroder Weg,
Budsiner Straße,
Mozartstraße,12683
Braunsdorfstraße,
Rauhkopfweg,
Wiesenstraße,10318
Bültenring,
KGA Biesenhorst II,
BLW Unterbezirk Karlshorst Gruppe Seegelände,
Am Sandberg,
Am Graben,10318
Ehrenfelsstraße,
Kleinschewskystraße,
Gartenstraße,12683
Egersfelder Allee,
Hoppendorfer Straße,
Glasberger Straße,
Markstädter Straße,
Bachwitzer Straße,
Altgrabauer Straße,
Argenauer Straße,
Ambacher Straße,
Dammheidestraße,
Eitelsdorfer Straße,
Pflanzgartenstraße,
Pflanzgartenplatz,
Waldpromenade,
Straße im Walde,
Klingenburger Straße,
Treskowallee,
Marksburgstraße,
Lisztstraße,10318
Ilsestraße,10318
Brehmstraße,
Am Bahnhof Wuhlheide,
Kohlweißlingstraße,
Ingelheimer Straße,
Zitronenfalterweg,
Distelfalterstraße,
An der Karlshorster Heide,
Am Birkenrevier,
Unterfeld,
Elfriede-Tygör-Straße,
Hasensprung,10318
Am Rheinischen Viertel,
Am Carlsgarten,
Biesenhorster Weg,
Andernacher Straße,
Waldowallee,
Hochwaldstraße,
Gasag,
Köpenicker Allee,
KGA Rheinstein Straße 2,
KGA Rheinstein Straße 3,
Rheinsteinstraße,
Zwieseler Straße,
Robert-Siewert-Straße,
Rheinpfalzallee,
Arberstraße,
Römerweg,
Neuwieder Straße,
Grafenauer Weg,
Bodenmaiser Weg,
Rhenser Weg,
Honnefer Straße,
Ursula-Goetze-Straße,
Kötztinger Straße,
Roßmäßlerstraße,
Dorotheastraße,
Junker-Jörg-Straße,
Dönhoffstraße,
Karl-Egon-Straße,
Sangeallee,
Friedrichsteiner Straße,
Riastraße,
Rödelstraße,
Hoher Wallgraben,
Sadowastraße,10318
Traberweg,
Lehndorffstraße,
Eginhardstraße,
Üderseestraße,
Stühlinger Straße,
Heiligenberger Straße,
Wildensteiner Straße,
Stolzenfelsstraße,
